"","Area","Records","Observed.richness","Richness","Slope","Completeness","Ratio","City","holc_grade","ratio_n_obs_sp_richness"
"2224","B32",28,12,18.6426003326823,0,64.368702787469,2.33333333333333,"Detroit","B",2.33
"2225","B33",6,3,4.18166455812985,0,71.7417659474264,2,"Detroit","B",2
"2228","B36",22,9,13.4581534912492,0,66.8739586441188,2.44444444444444,"Detroit","B",2.44
"2230","B39",6,3,4.18166455812985,0,71.7417659474264,2,"Detroit","B",2
"2231","B4",8,4,5.97563336007031,0,66.9385110995654,2,"Detroit","B",2
"2232","B6",4,2,NA,NA,NA,2,"Detroit","B",2
"2233","B7",22,10,15.8844096549221,0,62.9548105169984,2.2,"Detroit","B",2.2
"2235","C101",2,1,NA,NA,NA,2,"Detroit","C",2
"2237","C103",173,58,89.7978401481619,0.121387283236999,64.5895267684645,2.98275862068966,"Detroit","C",2.98
"2241","C108",14,13,162.347513498635,0.857142857142858,8.00751407880929,1.07692307692308,"Detroit","C",1.08
"2242","C109",7,4,6.66130097485392,0.142857142857143,60.0483301249981,1.75,"Detroit","C",1.75
"2243","C110",7,6,32.8974283942516,0.714285714285714,18.2385076672085,1.16666666666667,"Detroit","C",1.17
"2245","C114",14,12,72.194349950947,0.714285714285714,16.6217993626281,1.16666666666667,"Detroit","C",1.17
"2249","C118",20,20,NA,NA,NA,1,"Detroit","C",1
"2252","C121",9,8,59.8759170331237,0.777777777777778,13.3609644685264,1.125,"Detroit","C",1.12
"2253","C122",137,68,137.847151616426,0.262773722627742,49.3300000780699,2.01470588235294,"Detroit","C",2.01
"2254","C123",70,27,44.516959868538,0.171428571428571,60.6510419393712,2.59259259259259,"Detroit","C",2.59
"2255","C13",23,11,21.2693042614605,0.260869565217391,51.7177236489665,2.09090909090909,"Detroit","C",2.09
"2256","C14",20,10,17.0759386602973,0.15,58.5619344209212,2,"Detroit","C",2
"2257","C15",2,2,NA,NA,NA,1,"Detroit","C",1
"2258","C16",2,2,NA,NA,NA,1,"Detroit","C",1
"2259","C18",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2,"Detroit","C",1.2
"2260","C21",86,37,64.266548571344,0.186046511627907,57.5727199025249,2.32432432432432,"Detroit","C",2.32
"2261","C24",2,2,NA,NA,NA,1,"Detroit","C",1
"2262","C25",23,16,48.6587792834542,0.478260869565217,32.8820415053869,1.4375,"Detroit","C",1.44
"2263","C27",6,6,NA,NA,NA,1,"Detroit","C",1
"2264","C29",27,17,47.4563508874346,0.444444444444443,35.8223919077208,1.58823529411765,"Detroit","C",1.59
"2269","C36",35,26,109.174346404034,0.600000000000001,23.8151185295662,1.34615384615385,"Detroit","C",1.35
"2270","C4",2,2,NA,NA,NA,1,"Detroit","C",1
"2271","C40",2,2,NA,NA,NA,1,"Detroit","C",1
"2272","C42",16,13,59.020517941564,0.625,22.0262384224944,1.23076923076923,"Detroit","C",1.23
"2273","C43",6,6,NA,NA,NA,1,"Detroit","C",1
"2274","C44",45,36,192.271602185127,0.666666666666664,18.7235138163241,1.25,"Detroit","C",1.25
"2275","C45",2,1,NA,NA,NA,2,"Detroit","C",2
"2276","C46",42,31,109.771976222022,0.523809523809526,28.2403588483276,1.35483870967742,"Detroit","C",1.35
"2277","C48",33,21,64.0406583429939,0.454545454545453,32.791667892492,1.57142857142857,"Detroit","C",1.57
"2278","C49",8,7,45.3854722980917,0.75,15.4234376014069,1.14285714285714,"Detroit","C",1.14
"2282","C53",4,4,NA,NA,NA,1,"Detroit","C",1
"2283","C54",49,20,33.709342294954,0.204081632653061,59.3307333765269,2.45,"Detroit","C",2.45
"2284","C55",3,3,NA,NA,NA,1,"Detroit","C",1
"2285","C58",4,2,NA,NA,NA,2,"Detroit","C",2
"2286","C59",21,16,62.0754831355808,0.571428571428573,25.7750712387594,1.3125,"Detroit","C",1.31
"2287","C60",4,4,NA,NA,NA,1,"Detroit","C",1
"2288","C61",93,41,81.1013947594346,0.258064516129032,50.5540011014797,2.26829268292683,"Detroit","C",2.27
"2289","C62",30,26,176.27431385058,0.733333333333334,14.749738309598,1.15384615384615,"Detroit","C",1.15
"2290","C63",2,2,NA,NA,NA,1,"Detroit","C",1
"2291","C69",2,2,NA,NA,NA,1,"Detroit","C",1
"2292","C7",15,15,NA,NA,NA,1,"Detroit","C",1
"2293","C71",36,14,21.6437721249062,0.166666666666666,64.68373405156,2.57142857142857,"Detroit","C",2.57
"2296","C74",40,19,36.7119784455646,0.274999999999999,51.7542251997468,2.10526315789474,"Detroit","C",2.11
"2303","C81",6,4,8.31648052908751,0.333333333333333,48.0972688628285,1.5,"Detroit","C",1.5
"2307","C85",643,277,616.199909300334,0.259720062208373,44.9529439747111,2.32129963898917,"Detroit","C",2.32
"2310","C88",56,26,55.320481346633,0.285714285714285,46.9988679908377,2.15384615384615,"Detroit","C",2.15
"2311","C89",80,27,41.72709468128,0.162499999999998,64.7061584474823,2.96296296296296,"Detroit","C",2.96
"2318","C96",175,63,102.091738923564,0.142857142857139,61.709204549026,2.77777777777778,"Detroit","C",2.78
"2320","C98",66,23,32.6564235458356,0.106060606060606,70.4302477205377,2.8695652173913,"Detroit","C",2.87
"2321","D1",2,2,NA,NA,NA,1,"Detroit","D",1
"2322","D11",2,1,NA,NA,NA,2,"Detroit","D",2
"2323","D13",3,3,NA,NA,NA,1,"Detroit","D",1
"2324","D17",5,5,NA,NA,NA,1,"Detroit","D",1
"2326","D22",19,9,14.8013210523124,0.210526315789474,60.8053833045795,2.11111111111111,"Detroit","D",2.11
"2327","D23",11,7,20.1713937515565,0.454545454545455,34.7026094786329,1.57142857142857,"Detroit","D",1.57
"2329","D24",2,2,NA,NA,NA,1,"Detroit","D",1
"2331","D26",18,15,78.0056298651184,0.666666666666668,19.2293812971408,1.2,"Detroit","D",1.2
"2332","D28",7,5,12.7895845884099,0.428571428571429,39.094311198591,1.4,"Detroit","D",1.4
"2333","D29",36,18,36.8740624420872,0.277777777777779,48.8148004529472,2,"Detroit","D",2
"2335","D30",4,2,NA,NA,NA,2,"Detroit","D",2
"2336","D31",16,13,59.020517941564,0.625,22.0262384224944,1.23076923076923,"Detroit","D",1.23
"2337","D32",8,3,3.87726860084163,0,77.3740565548849,2.66666666666667,"Detroit","D",2.67
"2338","D33",31,11,16.8833397050612,0.129032258064516,65.1529862702607,2.81818181818182,"Detroit","D",2.82
"2339","D34",5,5,NA,NA,NA,1,"Detroit","D",1
"2340","D35",5,3,4.8482145482525,0.2,61.8784496878614,1.66666666666667,"Detroit","D",1.67
"2341","D36",89,32,52.4624780326755,0.157303370786519,60.9959750282274,2.78125,"Detroit","D",2.78
"2346","D41",35,24,NA,NA,NA,1.45833333333333,"Detroit","D",1.46
"2347","D42",29,25,184.905702968401,0.758620689655171,13.5204050489845,1.16,"Detroit","D",1.16
"2349","D44",3,3,NA,NA,NA,1,"Detroit","D",1
"2350","D45",14,7,11.3390124275486,0,61.7337713026334,2,"Detroit","D",2
"2351","D46",47,47,NA,NA,NA,1,"Detroit","D",1
"2352","D47",13,12,137.851528497232,0.846153846153845,8.70501773235034,1.08333333333333,"Detroit","D",1.08
"2357","D52",3,3,NA,NA,NA,1,"Detroit","D",1
"2358","D53",24,11,18.8678488265934,0.208333333333334,58.3002339116477,2.18181818181818,"Detroit","D",2.18
"2359","D54",11,9,56.2465483535725,0.727272727272727,16.0009818619001,1.22222222222222,"Detroit","D",1.22
"2361","D56",3,2,NA,NA,NA,1.5,"Detroit","D",1.5
"2362","D58",175,73,128.713890703663,0.171428571428564,56.7149354284281,2.3972602739726,"Detroit","D",2.4
"2363","D59",15,15,NA,NA,NA,1,"Detroit","D",1
"2364","D60",13,10,35.5506810123751,0.538461538461538,28.1288563685152,1.3,"Detroit","D",1.3
"2367","D7",13,10,35.5506810123751,0.538461538461538,28.1288563685152,1.3,"Detroit","D",1.3
"2370","B1",9,7,24.7494921140843,0.555555555555555,28.2834086765622,1.28571428571429,"Dubuque","B",1.29
"2372","C1",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333,"Dubuque","C",1.33
"2374","C3",58,34,79.8947930084628,0.362068965517246,42.5559648128741,1.70588235294118,"Dubuque","C",1.71
"2375","C4",67,37,82.0937081603555,0.313432835820898,45.0704455056739,1.81081081081081,"Dubuque","C",1.81
"2377","D2",11,6,10.2555978997883,0.0909090909090908,58.5046338461052,1.83333333333333,"Dubuque","D",1.83
"2379","D3",2,2,NA,NA,NA,1,"Dubuque","D",1
"2390","B7",16,8,14.3142344516895,0.25,55.8884237015955,2,"Duluth","B",2
"2392","C10",19,14,44.5587321724117,0.473684210526317,31.4192063316111,1.35714285714286,"Duluth","C",1.36
"2401","C7",121,46,82.0448838770396,0.198347107438018,56.066871968446,2.6304347826087,"Duluth","C",2.63
"2402","C8",26,15,53.6595968233433,0.461538461538462,27.953993112141,1.73333333333333,"Duluth","C",1.73
"2408","D4",54,23,38.5625703682924,0.185185185185183,59.6433271442701,2.34782608695652,"Duluth","D",2.35
"2417","A4",11,11,NA,NA,NA,1,"Durham","A",1
"2420","B2",118,45,67.6859389567656,0.118644067796609,66.4835277364531,2.62222222222222,"Durham","B",2.62
"2422","B4",51,25,43.188736768584,0.0980392156862742,57.8854624388674,2.04,"Durham","B",2.04
"2423","B6",19,15,60.8302088599913,0.578947368421053,24.6588007523112,1.26666666666667,"Durham","B",1.27
"2429","C6",15,10,28.0401804231568,0.466666666666667,35.6631086144565,1.5,"Durham","C",1.5
"2430","C7",8,6,18.2675428838315,0.5,32.8451398097473,1.33333333333333,"Durham","C",1.33
"2431","D1",44,27,72.3765296856871,0.40909090909091,37.3049110219212,1.62962962962963,"Durham","D",1.63
"2432","D2",6,6,NA,NA,NA,1,"Durham","D",1
"2433","D3",23,18,77.7239794002107,0.608695652173914,23.1588759851264,1.27777777777778,"Durham","D",1.28
"2434","D4",57,28,53.9581149250196,0.263157894736842,51.892101936676,2.03571428571429,"Durham","D",2.04
"2437","A1",4,4,NA,NA,NA,1,"East St. Louis","A",1
"2438","A5",4,4,NA,NA,NA,1,"East St. Louis","A",1
"2439","A7",45,16,22.6719425383897,0.0666666666666664,70.5718090671221,2.8125,"East St. Louis","A",2.81
"2440","B2",5,5,NA,NA,NA,1,"East St. Louis","B",1
"2442","B8",87,34,56.0598218744015,0.149425287356323,60.6494970251152,2.55882352941176,"East St. Louis","B",2.56
"2444","C10",13,8,18.5660979892422,0.384615384615384,43.08929105424,1.625,"East St. Louis","C",1.62
"2446","C13",4,2,NA,NA,NA,2,"East St. Louis","C",2
"2447","C2",3,3,NA,NA,NA,1,"East St. Louis","C",1
"2448","C5",76,49,NA,NA,NA,1.55102040816327,"East St. Louis","C",1.55
"2449","C7",16,10,24.8712894534939,0.375,40.2070026111783,1.6,"East St. Louis","C",1.6
"2450","C8",2,2,NA,NA,NA,1,"East St. Louis","C",1
"2451","D1",2,2,NA,NA,NA,1,"East St. Louis","D",1
"2452","D10",6,4,11.5757163319762,0.5,34.555096939881,1.5,"East St. Louis","D",1.5
"2453","D11",184,93,173.864856117707,0.184782608695656,53.4898208163693,1.97849462365591,"East St. Louis","D",1.98
"2454","D12",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333,"East St. Louis","D",1.33
"2455","D15",53,34,100.114801055463,0.452830188679243,33.9610123993195,1.55882352941176,"East St. Louis","D",1.56
"2456","D2",15,10,25.8278292229926,0.4,38.7179267512646,1.5,"East St. Louis","D",1.5
"2457","D3",36,17,34.3787746676661,0.277777777777779,49.4491155206554,2.11764705882353,"East St. Louis","D",2.12
"2458","D4",8,6,25.4341778736457,0.625,23.5903044706512,1.33333333333333,"East St. Louis","D",1.33
"2459","D5",18,18,NA,NA,NA,1,"East St. Louis","D",1
"2460","D6",22,17,64.0346557283366,0.545454545454547,26.5481243033796,1.29411764705882,"East St. Louis","D",1.29
"2461","D7",23,17,63.3437752799698,0.565217391304348,26.837680458518,1.35294117647059,"East St. Louis","D",1.35
"2462","D8",7,3,7.52633621656869,0.285714285714286,39.8600316764446,2.33333333333333,"East St. Louis","D",2.33
"2463","D9",77,37,74.1665438413415,0.246753246753244,49.8877230670895,2.08108108108108,"East St. Louis","D",2.08
"2465","A2",8,8,NA,NA,NA,1,"El Paso","A",1
"2466","A4",55,27,50.0707667344987,0.218181818181819,53.9236799451626,2.03703703703704,"El Paso","A",2.04
"2467","B1",2,2,NA,NA,NA,1,"El Paso","B",1
"2468","B2",41,22,53.6711162335894,0.365853658536587,40.9903902580502,1.86363636363636,"El Paso","B",1.86
"2469","B4",9,6,24.6666920997555,0.555555555555555,24.3242992442407,1.5,"El Paso","B",1.5
"2470","B6",72,32,60.935446153636,0.222222222222221,52.5145904722166,2.25,"El Paso","B",2.25
"2471","C1",2,1,NA,NA,NA,2,"El Paso","C",2
"2472","C2",45,32,119.575814308859,0.555555555555557,26.7612645458097,1.40625,"El Paso","C",1.41
"2473","C4",17,11,28.1329441882286,0.411764705882353,39.1000669052002,1.54545454545455,"El Paso","C",1.55
"2474","C5",2,2,NA,NA,NA,1,"El Paso","C",1
"2476","D1",183,71,135.93460634345,0.213114754098356,52.2309968814067,2.57746478873239,"El Paso","D",2.58
"2477","D2",7,7,NA,NA,NA,1,"El Paso","D",1
"2479","D5",152,53,119.060612972615,0.21710526315789,44.5151412181881,2.86792452830189,"El Paso","D",2.87
"2480","D6",55,24,49.8944421899845,0.254545454545454,48.1015498852849,2.29166666666667,"El Paso","D",2.29
"2481","D7",5,4,13.9329184151309,0.6,28.7089888910572,1.25,"El Paso","D",1.25
"2483","B1",53,22,44.0512927740024,0.264150943396228,49.941780625752,2.40909090909091,"Elmira","B",2.41
"2484","B2",75,27,60.279367716511,0.213333333333331,44.7914452702603,2.77777777777778,"Elmira","B",2.78
"2487","B5",21,11,20.6420780602615,0.238095238095239,53.2892084212021,1.90909090909091,"Elmira","B",1.91
"2488","C1",68,23,33.8226903871378,0.088235294117645,68.0016868461371,2.95652173913043,"Elmira","C",2.96
"2489","C10",3,2,NA,NA,NA,1.5,"Elmira","C",1.5
"2490","C2",4,2,3.09850691532731,0.25,64.5472175681342,2,"Elmira","C",2
"2492","C4",21,12,26.9763487677567,0.333333333333334,44.4834106472663,1.75,"Elmira","C",1.75
"2496","C8",4,2,NA,NA,NA,2,"Elmira","C",2
"2500","D3",96,39,70.9753405601515,0.229166666666664,54.9486620172643,2.46153846153846,"Elmira","D",2.46
"2502","D6",13,11,60.7022601515724,0.692307692307692,18.1212362975171,1.18181818181818,"Elmira","D",1.18
"2503","D7",20,13,42.0319723003326,0.5,30.9288365226134,1.53846153846154,"Elmira","D",1.54
"2504","D8",3,3,NA,NA,NA,1,"Elmira","D",1
"2505","A1",24,23,517.325201894106,0.916666666666664,4.44594616998922,1.04347826086957,"Erie","A",1.04
"2507","A3",5,4,13.9329184151309,0.6,28.7089888910572,1.25,"Erie","A",1.25
"2510","B10",8,8,NA,NA,NA,1,"Erie","B",1
"2513","B15",145,50,84.1989295831939,0.158620689655173,59.3831777286395,2.9,"Erie","B",2.9
"2518","B4",44,20,34.3926173490028,0.204545454545453,58.1520150009168,2.2,"Erie","B",2.2
"2519","B5",2,2,NA,NA,NA,1,"Erie","B",1
"2520","B6",7,5,12.7895845884099,0.428571428571429,39.094311198591,1.4,"Erie","B",1.4
"2521","B7",48,23,43.4229866766646,0.229166666666668,52.9673377173757,2.08695652173913,"Erie","B",2.09
"2522","B8",6,4,8.31648052908751,0.333333333333333,48.0972688628285,1.5,"Erie","B",1.5
"2524","C10",8,7,45.3854722980917,0.75,15.4234376014069,1.14285714285714,"Erie","C",1.14
"2525","C11",25,14,52.6855982753183,0.440000000000001,26.5727266241534,1.78571428571429,"Erie","C",1.79
"2526","C12",7,7,NA,NA,NA,1,"Erie","C",1
"2527","C13",7,4,7.37550093176442,0.285714285714286,54.2336044291312,1.75,"Erie","C",1.75
"2528","C14",20,14,38.8073133032564,0.4,36.0756744240402,1.42857142857143,"Erie","C",1.43
"2529","C15",62,21,29.3870740228428,0.0967741935483879,71.4599894622939,2.95238095238095,"Erie","C",2.95
"2530","C16",82,39,69.7519591586028,0.207317073170735,55.912408010392,2.1025641025641,"Erie","C",2.1
"2531","C17",37,18,33.2484705626148,0.27027027027027,54.1378285840298,2.05555555555556,"Erie","C",2.06
"2532","C18",4,4,NA,NA,NA,1,"Erie","C",1
"2534","C2",5,3,6.6586585515666,0.4,45.0541197865475,1.66666666666667,"Erie","C",1.67
"2536","C4",13,9,23.3942138842656,0.384615384615385,38.4710511946426,1.44444444444444,"Erie","C",1.44
"2537","C5",47,28,76.4432034680451,0.404255319148938,36.6285015929567,1.67857142857143,"Erie","C",1.68
"2538","C7",51,29,120.465795114707,0.47058823529412,24.0732234178061,1.75862068965517,"Erie","C",1.76
"2539","C8",8,5,11.1329147117875,0.375,44.911868360098,1.6,"Erie","C",1.6
"2540","C9",2,2,NA,NA,NA,1,"Erie","C",1
"2541","D1",3,3,NA,NA,NA,1,"Erie","D",1
"2542","D2",4,4,NA,NA,NA,1,"Erie","D",1
"2544","D4",54,26,49.845934758061,0.24074074074074,52.1607230884467,2.07692307692308,"Erie","D",2.08
"2545","D5",23,9,14.5892519951589,0.217391304347826,61.6892490649039,2.55555555555556,"Erie","D",2.56
"2548","A10",20,14,43.9291210701404,0.5,31.8695199424696,1.42857142857143,"Essex Co.","A",1.43
"2550","A12",16,14,134.291878649012,0.8125,10.4250533545597,1.14285714285714,"Essex Co.","A",1.14
"2551","A15",5,3,6.6586585515666,0.4,45.0541197865475,1.66666666666667,"Essex Co.","A",1.67
"2552","A17",31,19,48.2709695906855,0.419354838709676,39.3611318792865,1.63157894736842,"Essex Co.","A",1.63
"2553","A19",5,5,NA,NA,NA,1,"Essex Co.","A",1
"2556","A21",7,7,NA,NA,NA,1,"Essex Co.","A",1
"2557","A22",5,5,NA,NA,NA,1,"Essex Co.","A",1
"2561","A26",13,13,NA,NA,NA,1,"Essex Co.","A",1
"2562","A27",2,2,NA,NA,NA,1,"Essex Co.","A",1
"2563","A28",28,22,89.4182213314015,0.571428571428569,24.6034864845541,1.27272727272727,"Essex Co.","A",1.27
"2564","A3",57,25,45.2537216763432,0.228070175438596,55.2440751255802,2.28,"Essex Co.","A",2.28
"2566","A31",17,11,32.0851270802634,0.470588235294118,34.2837975130429,1.54545454545455,"Essex Co.","A",1.55
"2568","A5",55,43,180.725539520576,0.581818181818178,23.7929847181916,1.27906976744186,"Essex Co.","A",1.28
"2571","A8",132,52,89.6525735483615,0.219696969696969,58.0016813147584,2.53846153846154,"Essex Co.","A",2.54
"2573","B1",2,2,NA,NA,NA,1,"Essex Co.","B",1
"2575","B11",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2,"Essex Co.","B",1.2
"2579","B15",8,6,18.2675428838315,0.5,32.8451398097473,1.33333333333333,"Essex Co.","B",1.33
"2582","B19",20,13,36.8289960529052,0.450000000000001,35.2982741677926,1.53846153846154,"Essex Co.","B",1.54
"2583","B20",42,20,39.7321590839573,0.261904761904763,50.3370580937683,2.1,"Essex Co.","B",2.1
"2588","B28",7,6,32.8974283942516,0.714285714285714,18.2385076672085,1.16666666666667,"Essex Co.","B",1.17
"2589","B29",77,46,113.679167609407,0.363636363636367,40.4647579388094,1.67391304347826,"Essex Co.","B",1.67
"2590","B3",3,2,NA,NA,NA,1.5,"Essex Co.","B",1.5
"2593","B32",8,6,18.2675428838315,0.5,32.8451398097473,1.33333333333333,"Essex Co.","B",1.33
"2594","B33",95,39,68.0367969760094,0.221052631578949,57.3219224499235,2.43589743589744,"Essex Co.","B",2.44
"2596","B35",77,31,50.1635054507397,0.194805194805195,61.7979140840582,2.48387096774194,"Essex Co.","B",2.48
"2597","B36",21,21,NA,NA,NA,1,"Essex Co.","B",1
"2601","B40",90,38,65.4764725523099,0.177777777777777,58.0361136126284,2.36842105263158,"Essex Co.","B",2.37
"2605","B44",15,12,50.5293872542705,0.6,23.7485563393326,1.25,"Essex Co.","B",1.25
"2608","B5",37,20,39.778996039928,0.243243243243242,50.2777897660491,1.85,"Essex Co.","B",1.85
"2610","C1",59,38,112.865252202589,0.474576271186436,33.6684668296238,1.55263157894737,"Essex Co.","C",1.55
"2611","C10",6,6,NA,NA,NA,1,"Essex Co.","C",1
"2612","C11",44,19,34.1760073168723,0.25,55.5945573859352,2.31578947368421,"Essex Co.","C",2.32
"2614","C13",17,14,68.1793029103911,0.647058823529411,20.5340908492426,1.21428571428571,"Essex Co.","C",1.21
"2615","C14",36,17,30.8949966212075,0.25,55.025090982954,2.11764705882353,"Essex Co.","C",2.12
"2616","C15",35,21,47.0392454402719,0.314285714285713,44.6435732619579,1.66666666666667,"Essex Co.","C",1.67
"2617","C16",12,10,50.2113719008126,0.666666666666668,19.9158071596888,1.2,"Essex Co.","C",1.2
"2618","C18",23,9,17.6949147596046,0.217391304347826,50.8620703872841,2.55555555555556,"Essex Co.","C",2.56
"2620","C2",2,2,NA,NA,NA,1,"Essex Co.","C",1
"2621","C20",13,13,NA,NA,NA,1,"Essex Co.","C",1
"2622","C21",10,8,44.6404767821244,0.7,17.9209555467908,1.25,"Essex Co.","C",1.25
"2623","C23",4,3,7.4600625000178,0.5,40.214140296986,1.33333333333333,"Essex Co.","C",1.33
"2625","C25",4,4,NA,NA,NA,1,"Essex Co.","C",1
"2626","C26",7,7,NA,NA,NA,1,"Essex Co.","C",1
"2629","C29",15,13,84.6874532250617,0.733333333333333,15.3505619840188,1.15384615384615,"Essex Co.","C",1.15
"2630","C3",10,10,NA,NA,NA,1,"Essex Co.","C",1
"2633","C33",101,38,62.8124761718148,0.178217821782177,60.4975353878046,2.65789473684211,"Essex Co.","C",2.66
"2634","C34",17,11,30.2021687792307,0.470588235294118,36.4212255100184,1.54545454545455,"Essex Co.","C",1.55
"2636","C36",30,23,103.298700216295,0.633333333333333,22.2655270122865,1.30434782608696,"Essex Co.","C",1.3
"2640","C4",32,16,34.2358207398605,0.3125,46.7346762958463,2,"Essex Co.","C",2
"2641","C40",10,9,76.3681272346926,0.800000000000001,11.7850212200981,1.11111111111111,"Essex Co.","C",1.11
"2642","C41",35,23,64.587709797211,0.457142857142856,35.6104900951189,1.52173913043478,"Essex Co.","C",1.52
"2644","C43",65,27,44.0061899381028,0.169230769230769,61.3550049163016,2.40740740740741,"Essex Co.","C",2.41
"2645","C5",2,2,NA,NA,NA,1,"Essex Co.","C",1
"2646","C6",7,7,NA,NA,NA,1,"Essex Co.","C",1
"2647","C7",10,9,76.3681272346926,0.800000000000001,11.7850212200981,1.11111111111111,"Essex Co.","C",1.11
"2649","C9",14,12,72.194349950947,0.714285714285714,16.6217993626281,1.16666666666667,"Essex Co.","C",1.17
"2650","D1",14,8,15.9659699522381,0.285714285714286,50.1065705618379,1.75,"Essex Co.","D",1.75
"2651","D10",5,5,NA,NA,NA,1,"Essex Co.","D",1
"2652","D11",13,12,137.851528497232,0.846153846153845,8.70501773235034,1.08333333333333,"Essex Co.","D",1.08
"2653","D12",31,18,38.2147866590223,0.258064516129032,47.102186283566,1.72222222222222,"Essex Co.","D",1.72
"2654","D13",2,2,NA,NA,NA,1,"Essex Co.","D",1
"2655","D14",43,25,55.4847164847106,0.325581395348838,45.0574529057727,1.72,"Essex Co.","D",1.72
"2656","D18",11,8,23.2451371120631,0.454545454545455,34.4158004378834,1.375,"Essex Co.","D",1.38
"2657","D19",2,2,NA,NA,NA,1,"Essex Co.","D",1
"2658","D2",7,6,32.8974283942516,0.714285714285714,18.2385076672085,1.16666666666667,"Essex Co.","D",1.17
"2659","D20",25,20,87.1156540496512,0.600000000000001,22.9579863896804,1.25,"Essex Co.","D",1.25
"2660","D21",24,20,105.798885013566,0.666666666666664,18.9037909023668,1.2,"Essex Co.","D",1.2
"2661","D22",35,25,83.5030027956129,0.514285714285716,29.9390431038648,1.4,"Essex Co.","D",1.4
"2662","D3",143,52,85.6461060657047,0.16083916083916,60.7149611216503,2.75,"Essex Co.","D",2.75
"2664","D5",20,13,33.2934096566415,0.4,39.0467667147054,1.53846153846154,"Essex Co.","D",1.54
"2665","D6",14,8,17.7875844050234,0.357142857142857,44.9751906601815,1.75,"Essex Co.","D",1.75
"2667","D9",7,5,12.7895845884099,0.428571428571429,39.094311198591,1.4,"Essex Co.","D",1.4
"2669","A2",44,39,349.477604083063,0.795454545454547,11.1595133835044,1.12820512820513,"Evansville","A",1.13
"2670","C1",4,4,NA,NA,NA,1,"Evansville","C",1
"2671","C1",16,16,NA,NA,NA,1,"Evansville","C",1
"2672","C1",15,13,84.6874532250617,0.733333333333333,15.3505619840188,1.15384615384615,"Evansville","C",1.15
"2675","C11",10,4,5.52799142615183,0.1,72.359012372501,2.5,"Evansville","C",2.5
"2676","C12",96,38,66.7011626732901,0.208333333333336,56.9705211678668,2.52631578947368,"Evansville","C",2.53
"2677","C2",62,30,60.4664020163439,0.274193548387096,49.6143296105019,2.06666666666667,"Evansville","C",2.07
"2678","C3",11,8,42.3740928928191,0.636363636363637,18.8794601933667,1.375,"Evansville","C",1.38
"2680","C5",13,10,35.5506810123751,0.538461538461538,28.1288563685152,1.3,"Evansville","C",1.3
"2681","C6",76,37,70.8071826310545,0.171052631578945,52.2545857992839,2.05405405405405,"Evansville","C",2.05
"2682","C7",96,39,66.9622343288718,0.1875,58.2417841801085,2.46153846153846,"Evansville","C",2.46
"2683","C9",67,42,111.669152844606,0.402985074626869,37.611102914379,1.5952380952381,"Evansville","C",1.6
"2684","D1",41,18,29.830566625339,0.0975609756097562,60.3407914642501,2.27777777777778,"Evansville","D",2.28
"2688","D7",94,47,101.051747871153,0.297872340425528,46.5108234049822,2,"Evansville","D",2
"2691","D3",66,29,50.7919108023827,0.227272727272727,57.095705874959,2.27586206896552,"Everett","D",2.28
"2692","A2",18,13,38.8681911226801,0.444444444444445,33.4463725336946,1.38461538461538,"Flint","A",1.38
"2693","B2",105,61,146.415257985457,0.352380952380955,41.6623245686997,1.72131147540984,"Flint","B",1.72
"2694","B3",28,17,36.1960705489591,0.214285714285715,46.966424095692,1.64705882352941,"Flint","B",1.65
"2695","B6",6,6,NA,NA,NA,1,"Flint","B",1
"2696","B7",68,24,35.7718641256099,0.132352941176471,67.0918348446311,2.83333333333333,"Flint","B",2.83
"2697","C10",8,7,45.3854722980917,0.75,15.4234376014069,1.14285714285714,"Flint","C",1.14
"2698","C12",19,15,68.2619367075827,0.631578947368421,21.9741787641571,1.26666666666667,"Flint","C",1.27
"2700","C14",2,2,NA,NA,NA,1,"Flint","C",1
"2702","C6",2,2,NA,NA,NA,1,"Flint","C",1
"2703","D1",17,13,NA,NA,NA,1.30769230769231,"Flint","D",1.31
"2704","D11",5,3,4.8482145482525,0.2,61.8784496878614,1.66666666666667,"Flint","D",1.67
"2705","D11",8,8,NA,NA,NA,1,"Flint","D",1
"2706","D12",11,10,94.8616533585581,0.818181818181818,10.5416674134932,1.1,"Flint","D",1.1
"2707","D14",3,2,NA,NA,NA,1.5,"Flint","D",1.5
"2708","D15",23,12,22.2929078165178,0.217391304347826,53.8287786356371,1.91666666666667,"Flint","D",1.92
"2709","D17",3,3,NA,NA,NA,1,"Flint","D",1
"2710","D18",15,9,22.0712883053123,0.4,40.7769581707372,1.66666666666667,"Flint","D",1.67
"2711","D19",5,4,13.9329184151309,0.6,28.7089888910572,1.25,"Flint","D",1.25
"2712","D21",3,3,NA,NA,NA,1,"Flint","D",1
"2713","D22",32,13,19.4835357592362,0.0625,66.7230022345269,2.46153846153846,"Flint","D",2.46
"2714","D23",2,2,NA,NA,NA,1,"Flint","D",1
"2715","D3",79,27,41.0415976365647,0.139240506329113,65.786912680868,2.92592592592593,"Flint","D",2.93
"2717","D5",6,5,22.4127530476193,0.666666666666667,22.308727488215,1.2,"Flint","D",1.2
