"","id","ebird","iNaturalist","other"
"2477","MI_Detroit_C118_C_4207",19,0,0
"2478","MI_Detroit_C119_C_4208",361,13,136
"2479","MI_Detroit_C120_C_4210",154,20,62
"2480","MI_Detroit_C121_C_4211",4,4,0
"2481","MI_Detroit_C122_C_4212",125,0,9
"2482","MI_Detroit_C123_C_4213",68,2,0
"2483","MI_Detroit_C13_C_4214",22,1,0
"2484","MI_Detroit_C14_C_4215",0,0,20
"2485","MI_Detroit_C15_C_4216",1,0,0
"2486","MI_Detroit_C18_C_4220",5,1,0
"2487","MI_Detroit_C2_C_4222",1,0,0
"2488","MI_Detroit_C20_C_4223",0,1,0
"2489","MI_Detroit_C21_C_4224",3,0,0
"2490","MI_Detroit_C24_C_4227",2,0,0
"2491","MI_Detroit_C25_C_4228",16,0,7
"2492","MI_Detroit_C27_C_4230",6,0,0
"2493","MI_Detroit_C29_C_4232",27,0,0
"2494","MI_Detroit_C3_C_4233",158,0,0
"2495","MI_Detroit_C30_C_4234",76,0,0
"2496","MI_Detroit_C31_C_4235",37,1,6
"2497","MI_Detroit_C35_C_4239",1246,2,0
"2498","MI_Detroit_C36_C_4240",17,1,0
"2499","MI_Detroit_C4_C_4244",0,1,0
"2500","MI_Detroit_C40_C_4245",1,1,0
"2501","MI_Detroit_C41_C_4246",0,1,0
"2502","MI_Detroit_C42_C_4247",8,2,1
"2503","MI_Detroit_C43_C_4248",6,0,0
"2504","MI_Detroit_C44_C_4249",12,0,33
"2505","MI_Detroit_C45_C_4250",2,0,0
"2506","MI_Detroit_C46_C_4251",40,2,0
"2507","MI_Detroit_C48_C_4253",32,0,0
"2508","MI_Detroit_C49_C_4254",8,0,0
"2509","MI_Detroit_C50_C_4256",975,2,0
"2510","MI_Detroit_C51_C_4257",174,0,0
"2511","MI_Detroit_C52_C_4258",155,1,0
"2512","MI_Detroit_C53_C_4259",4,0,0
"2513","MI_Detroit_C54_C_4260",4,0,18
"2514","MI_Detroit_C55_C_4261",3,0,0
"2515","MI_Detroit_C57_C_4263",1,0,0
"2516","MI_Detroit_C58_C_4264",4,0,0
"2517","MI_Detroit_C59_C_4265",5,0,3
"2518","MI_Detroit_C60_C_4267",4,0,0
"2519","MI_Detroit_C61_C_4268",92,0,0
"2520","MI_Detroit_C62_C_4269",30,0,0
"2521","MI_Detroit_C64_C_4271",1,0,0
"2522","MI_Detroit_C65_C_4272",0,1,0
"2523","MI_Detroit_C69_C_4275",1,0,0
"2524","MI_Detroit_C7_C_4276",15,0,0
"2525","MI_Detroit_C70_C_4277",1,0,0
"2526","MI_Detroit_C71_C_4278",36,0,0
"2527","MI_Detroit_C72_C_4279",2246,5,0
"2528","MI_Detroit_C73_C_4280",86,1,422
"2529","MI_Detroit_C74_C_4281",38,2,0
"2530","MI_Detroit_C75_C_4282",135,1,44
"2531","MI_Detroit_C76_C_4283",157,0,207
"2532","MI_Detroit_C77_C_4284",9657,1,0
"2533","MI_Detroit_C78_C_4285",485,2,33
"2534","MI_Detroit_C79_C_4286",653,4,0
"2535","MI_Detroit_C8_C_4287",0,1,0
"2536","MI_Detroit_C80_C_4288",164,1,174
"2537","MI_Detroit_C81_C_4289",5,0,0
"2538","MI_Detroit_C82_C_4290",234,1,258
"2539","MI_Detroit_C83_C_4291",151,0,298
"2540","MI_Detroit_C84_C_4292",163,0,0
"2541","MI_Detroit_C85_C_4293",285,8,33
"2542","MI_Detroit_C86_C_4294",157,1,0
"2543","MI_Detroit_C87_C_4295",604,0,75
"2544","MI_Detroit_C88_C_4296",54,2,0
"2545","MI_Detroit_C89_C_4297",14,0,66
"2546","MI_Detroit_C89_C_4298",16,0,0
"2547","MI_Detroit_C90_C_4300",823,2,175
"2548","MI_Detroit_C91_C_4301",155,0,0
"2549","MI_Detroit_C92_C_4302",3335,0,93
"2550","MI_Detroit_C93_C_4303",610,4,53
"2551","MI_Detroit_C95_C_4305",1938,5,48
"2552","MI_Detroit_C96_C_4306",175,0,0
"2553","MI_Detroit_C97_C_4307",457,1,0
"2554","MI_Detroit_C98_C_4308",61,4,0
"2555","MI_Detroit_C99_C_4309",0,1,0
"2556","MI_Detroit_D1_D_4310",2,0,0
"2557","MI_Detroit_D11_D_4312",2,0,0
"2558","MI_Detroit_D12_D_4313",1,0,0
"2559","MI_Detroit_D13_D_4314",3,0,0
"2560","MI_Detroit_D15_D_4316",0,1,0
"2561","MI_Detroit_D17_D_4318",4,0,0
"2562","MI_Detroit_D18_D_4319",1,0,0
"2563","MI_Detroit_D2_D_4321",9,6,110
"2564","MI_Detroit_D22_D_4324",18,0,1
"2565","MI_Detroit_D23_D_4325",11,0,0
"2566","MI_Detroit_D24_D_4326",129,0,0
"2567","MI_Detroit_D25_D_4328",67,0,0
"2568","MI_Detroit_D26_D_4329",5,0,0
"2569","MI_Detroit_D28_D_4331",7,0,0
"2570","MI_Detroit_D29_D_4332",32,1,0
"2571","MI_Detroit_D3_D_4333",0,0,79
"2572","MI_Detroit_D30_D_4334",4,0,0
"2573","MI_Detroit_D31_D_4335",15,1,0
"2574","MI_Detroit_D32_D_4336",8,0,0
"2575","MI_Detroit_D33_D_4337",10,1,10
"2576","MI_Detroit_D34_D_4338",5,0,0
"2577","MI_Detroit_D35_D_4339",5,0,0
"2578","MI_Detroit_D36_D_4340",71,0,0
"2579","MI_Detroit_D37_D_4341",507,82,3
"2580","MI_Detroit_D38_D_4342",880,1,0
"2581","MI_Detroit_D39_D_4343",5186,26,168
"2582","MI_Detroit_D40_D_4345",684,0,0
"2583","MI_Detroit_D41_D_4346",33,2,0
"2584","MI_Detroit_D42_D_4347",28,0,0
"2585","MI_Detroit_D43_D_4348",383,1,0
"2586","MI_Detroit_D44_D_4349",2,1,0
"2587","MI_Detroit_D45_D_4350",14,0,0
"2588","MI_Detroit_D46_D_4351",47,0,0
"2589","MI_Detroit_D47_D_4352",13,0,0
"2590","MI_Detroit_D48_D_4353",3870,0,0
"2591","MI_Detroit_D49_D_4354",623,47,2
"2592","MI_Detroit_D50_D_4356",25,0,169
"2593","MI_Detroit_D51_D_4357",59,2,198
"2594","MI_Detroit_D52_D_4358",3,0,0
"2595","MI_Detroit_D53_D_4359",22,2,0
"2596","MI_Detroit_D54_D_4360",5,4,0
"2597","MI_Detroit_D55_D_4361",249,0,0
"2598","MI_Detroit_D56_D_4362",3,0,0
"2599","MI_Detroit_D57_D_4363",1,0,0
"2600","MI_Detroit_D58_D_4364",19,0,33
"2601","MI_Detroit_D59_D_4365",14,1,0
"2602","MI_Detroit_D60_D_4367",10,3,0
"2603","MI_Detroit_D61_D_4368",6,1,125
"2604","MI_Detroit_D62_D_4369",1818,3,0
"2605","MI_Detroit_D7_D_4370",13,0,0
"2606","MI_Detroit_D8_D_4371",0,1,0
"2607","MI_Detroit_D9_D_4372",0,1,0
"2608","IA_Dubuque_A1_A_1964",197,1,0
"2609","IA_Dubuque_B1_B_1965",5424,0,0
"2610","IA_Dubuque_B1_B_1966",9,0,0
"2611","IA_Dubuque_B2_B_1967",3163,3,152
"2612","IA_Dubuque_C1_C_1968",4,0,0
"2613","IA_Dubuque_C2_C_1970",413,0,0
"2614","IA_Dubuque_C3_C_1971",54,1,0
"2615","IA_Dubuque_C3_C_1972",1,0,0
"2616","IA_Dubuque_C4_C_1973",67,0,0
"2617","IA_Dubuque_D1_D_1974",1347,2,0
"2618","IA_Dubuque_D2_D_1975",11,0,0
"2619","IA_Dubuque_D2_D_1976",822,2,52
"2620","IA_Dubuque_D3_D_1977",2,0,0
"2621","MN_Duluth_A1_A_4699",1461,0,0
"2622","MN_Duluth_A2_A_4700",654,2,0
"2623","MN_Duluth_A3_A_4701",15464,12,74
"2624","MN_Duluth_A4_A_4702",242,0,0
"2625","MN_Duluth_B1_B_4703",7931,7,5403
"2626","MN_Duluth_B2_B_4704",360,20,1
"2627","MN_Duluth_B3_B_4705",875,1,0
"2628","MN_Duluth_B4_B_4706",10482,3,1
"2629","MN_Duluth_B5_B_4707",4985,2,1
"2630","MN_Duluth_B6_B_4708",964,5,0
"2631","MN_Duluth_B7_B_4709",2,0,14
"2632","MN_Duluth_C1_C_4710",728,0,0
"2633","MN_Duluth_C10_C_4711",19,0,0
"2634","MN_Duluth_C11_C_4712",148,0,0
"2635","MN_Duluth_C12_C_4713",75,0,0
"2636","MN_Duluth_C13_C_4714",458,0,0
"2637","MN_Duluth_C2_C_4715",1283,21,0
"2638","MN_Duluth_C3_C_4716",2208,2,0
"2639","MN_Duluth_C4_C_4717",852,1,0
"2640","MN_Duluth_C5_C_4718",2180,2,0
"2641","MN_Duluth_C6_C_4719",2697,4,13
"2642","MN_Duluth_C7_C_4720",117,1,0
"2643","MN_Duluth_C8_C_4721",26,0,0
"2644","MN_Duluth_C9_C_4722",88,16,1
"2645","MN_Duluth_D1_D_4723",6010,5,0
"2646","MN_Duluth_D2_D_4724",60424,28,0
"2647","MN_Duluth_D2_D_4725",174,14,0
"2648","MN_Duluth_D3_D_4726",309,2,0
"2649","MN_Duluth_D4_D_4727",48,0,5
"2650","MN_Duluth_D5_D_4728",118,0,0
"2651","MN_Duluth_D6_D_4729",1111,6,0
"2652","MN_Duluth_D7_D_4730",1297,1,0
"2653","MN_Duluth_D8_D_4731",1723,2,0
"2654","MN_Duluth_E1_E_4732",1206,4,0
"2655","NC_Durham_A1_A_5272",458,1,0
"2656","NC_Durham_A2_A_5273",600,4,0
"2657","NC_Durham_A3_A_5274",605,3,0
"2658","NC_Durham_A4_A_5276",11,0,0
"2659","NC_Durham_A5_A_5277",1167,0,0
"2660","NC_Durham_B1_B_5278",261,6,0
"2661","NC_Durham_B2_B_5279",118,0,0
"2662","NC_Durham_B3_B_5280",378,2,0
"2663","NC_Durham_B4_B_5281",50,1,0
"2664","NC_Durham_B6_B_5283",9,7,1
"2665","NC_Durham_C1_C_5284",1288,21,0
"2666","NC_Durham_C2_C_5285",22374,28,0
"2667","NC_Durham_C3_C_5286",2087,9,0
"2668","NC_Durham_C4_C_5287",362,34,0
"2669","NC_Durham_C5_C_5288",1120,8,0
"2670","NC_Durham_C6_C_5289",0,6,0
"2671","NC_Durham_C7_C_5290",8,0,0
"2672","NC_Durham_D1_D_5291",44,0,0
"2673","NC_Durham_D2_D_5292",1,1,0
"2674","NC_Durham_D3_D_5293",19,1,0
"2675","NC_Durham_D4_D_5294",54,3,0
"2676","NC_Durham_D5_D_5295",119,4,0
"2677","NC_Durham_D6_D_5296",107,8,0
"2678","IL_East St. Louis_A1_A_2688",4,0,NA
"2679","IL_East St. Louis_A5_A_2692",4,0,NA
"2680","IL_East St. Louis_A7_A_2694",45,0,NA
"2681","IL_East St. Louis_B2_B_2696",3,0,NA
"2682","IL_East St. Louis_B7_B_2701",98,0,NA
"2683","IL_East St. Louis_B8_B_2702",86,1,NA
"2684","IL_East St. Louis_C1_C_2704",2779,1,NA
"2685","IL_East St. Louis_C10_C_2705",13,0,NA
"2686","IL_East St. Louis_C11_C_2706",7066,1,NA
"2687","IL_East St. Louis_C13_C_2709",4,0,NA
"2688","IL_East St. Louis_C2_C_2713",3,0,NA
"2689","IL_East St. Louis_C5_C_2716",74,0,NA
"2690","IL_East St. Louis_C6_C_2717",1,0,NA
"2691","IL_East St. Louis_C7_C_2718",14,1,NA
"2692","IL_East St. Louis_D1_D_2721",1,1,NA
"2693","IL_East St. Louis_D10_D_2722",5,1,NA
"2694","IL_East St. Louis_D11_D_2723",94,1,NA
"2695","IL_East St. Louis_D12_D_2724",2,1,NA
"2696","IL_East St. Louis_D14_D_2726",1,0,NA
"2697","IL_East St. Louis_D15_D_2727",52,0,NA
"2698","IL_East St. Louis_D2_D_2728",15,0,NA
"2699","IL_East St. Louis_D3_D_2729",36,0,NA
"2700","IL_East St. Louis_D4_D_2730",7,1,NA
"2701","IL_East St. Louis_D5_D_2732",17,0,NA
"2702","IL_East St. Louis_D6_D_2733",21,0,NA
"2703","IL_East St. Louis_D7_D_2735",21,1,NA
"2704","IL_East St. Louis_D8_D_2736",7,0,NA
"2705","IL_East St. Louis_D9_D_2737",71,0,NA
"2706","TX_El Paso_A1_A_8835",3310,25,0
"2707","TX_El Paso_A2_A_8836",4,3,0
"2708","TX_El Paso_A4_A_8838",50,0,0
"2709","TX_El Paso_B1_B_8839",2,0,0
"2710","TX_El Paso_B2_B_8840",30,6,0
"2711","TX_El Paso_B4_B_8842",7,1,0
"2712","TX_El Paso_B6_B_8844",43,23,0
"2713","TX_El Paso_C1_C_8845",0,2,0
"2714","TX_El Paso_C2_C_8846",0,0,3
"2715","TX_El Paso_C4_C_8848",15,1,0
"2716","TX_El Paso_C5_C_8849",1,1,0
"2717","TX_El Paso_C6_C_8850",8,23,0
"2718","TX_El Paso_D1_D_8851",135,1,0
"2719","TX_El Paso_D2_D_8852",7,0,0
"2720","TX_El Paso_D3_D_8853",1539,55,0
"2721","TX_El Paso_D5_D_8855",19,1,0
"2722","TX_El Paso_D6_D_8856",28,8,0
"2723","TX_El Paso_D7_D_8857",2,0,0
"2724","NY_Elmira_A1_A_6272",89,0,0
"2725","NY_Elmira_B1_B_6273",53,0,0
"2726","NY_Elmira_B2_B_6274",75,0,0
"2727","NY_Elmira_B3_B_6275",4386,0,1
"2728","NY_Elmira_B4_B_6276",287,1,0
"2729","NY_Elmira_B5_B_6277",20,0,0
"2730","NY_Elmira_C1_C_6278",66,2,0
"2731","NY_Elmira_C10_C_6279",3,0,0
"2732","NY_Elmira_C2_C_6280",4,0,0
"2733","NY_Elmira_C3_C_6281",231,1,0
"2734","NY_Elmira_C4_C_6282",21,0,0
"2735","NY_Elmira_C5_C_6283",319,0,0
"2736","NY_Elmira_C6_C_6284",683,6,0
"2737","NY_Elmira_C7_C_6285",56,0,0
"2738","NY_Elmira_C8_C_6286",4,0,0
"2739","NY_Elmira_C9_C_6287",526,0,351
"2740","NY_Elmira_D1_D_6288",33,0,297
"2741","NY_Elmira_D2_D_6289",312,1,0
"2742","NY_Elmira_D3_D_6290",94,2,0
"2743","NY_Elmira_D4_D_6292",5648,6,0
"2744","NY_Elmira_D5_D_6293",0,0,1
"2745","NY_Elmira_D6_D_6294",13,0,0
"2746","NY_Elmira_D7_D_6295",20,0,0
"2747","NY_Elmira_D8_D_6296",3,0,0
"2748","PA_Erie_A1_A_8057",24,0,0
"2749","PA_Erie_A2_A_8058",20521,0,0
"2750","PA_Erie_A3_A_8059",5,0,0
"2751","PA_Erie_A4_A_8060",189,0,0
"2752","PA_Erie_B1_B_8061",382,2,448
"2753","PA_Erie_B10_B_8062",8,0,0
"2754","PA_Erie_B11_B_8063",194,0,0
"2755","PA_Erie_B12_B_8064",165,0,0
"2756","PA_Erie_B15_B_8067",145,0,0
"2757","PA_Erie_B16_B_8068",261,0,201
"2758","PA_Erie_B17_B_8069",1995,11,0
"2759","PA_Erie_B2_B_8070",171,0,609
"2760","PA_Erie_B3_B_8071",160,11,0
"2761","PA_Erie_B4_B_8072",44,0,0
"2762","PA_Erie_B5_B_8073",2,0,0
"2763","PA_Erie_B6_B_8074",7,0,0
"2764","PA_Erie_B7_B_8075",48,0,0
"2765","PA_Erie_B8_B_8076",6,0,0
"2766","PA_Erie_B9_B_8077",111,1,0
"2767","PA_Erie_C10_C_8079",7,1,0
"2768","PA_Erie_C11_C_8080",25,0,0
"2769","PA_Erie_C12_C_8081",7,0,0
"2770","PA_Erie_C13_C_8082",7,0,0
"2771","PA_Erie_C14_C_8083",20,0,0
"2772","PA_Erie_C15_C_8084",61,0,1
"2773","PA_Erie_C16_C_8085",69,0,13
"2774","PA_Erie_C17_C_8086",36,0,0
"2775","PA_Erie_C18_C_8087",4,0,0
"2776","PA_Erie_C19_C_8088",2262,0,0
"2777","PA_Erie_C2_C_8089",5,0,0
"2778","PA_Erie_C3_C_8090",10,0,0
"2779","PA_Erie_C4_C_8091",13,0,0
"2780","PA_Erie_C5_C_8092",45,0,0
"2781","PA_Erie_C6_C_8093",1,0,0
"2782","PA_Erie_C7_C_8094",24,0,0
"2783","PA_Erie_C8_C_8095",3,0,0
"2784","PA_Erie_C9_C_8096",2,0,0
"2785","PA_Erie_D1_D_8097",3,0,0
"2786","PA_Erie_D2_D_8098",4,0,0
"2787","PA_Erie_D3_D_8099",0,2,165
"2788","PA_Erie_D4_D_8100",32,1,21
"2789","PA_Erie_D5_D_8101",23,0,0
"2790","PA_Erie_D7_D_8103",254,0,0
"2791","NJ_Essex Co._A1_A_5656",3947,219,175
"2792","NJ_Essex Co._A10_A_5657",15,5,0
"2793","NJ_Essex Co._A11_A_5658",4286,3,0
"2794","NJ_Essex Co._A12_A_5659",12,2,0
"2795","NJ_Essex Co._A15_A_5662",5,0,0
"2796","NJ_Essex Co._A17_A_5664",29,2,0
"2797","NJ_Essex Co._A19_A_5666",5,0,0
"2798","NJ_Essex Co._A2_A_5667",232,6,46
"2799","NJ_Essex Co._A20_A_5668",158,0,0
"2800","NJ_Essex Co._A21_A_5669",6,0,0
"2801","NJ_Essex Co._A22_A_5670",4,0,0
"2802","NJ_Essex Co._A23_A_5671",523,7,0
"2803","NJ_Essex Co._A24_A_5672",26545,55,9015
"2804","NJ_Essex Co._A25_A_5673",6181,37,0
"2805","NJ_Essex Co._A26_A_5674",13,0,0
"2806","NJ_Essex Co._A27_A_5675",0,2,0
"2807","NJ_Essex Co._A28_A_5676",27,1,0
"2808","NJ_Essex Co._A3_A_5678",50,7,0
"2809","NJ_Essex Co._A30_A_5679",133,8,44
"2810","NJ_Essex Co._A31_A_5680",14,3,0
"2811","NJ_Essex Co._A4_A_5681",1077,191,155
"2812","NJ_Essex Co._A5_A_5682",53,1,0
"2813","NJ_Essex Co._A6_A_5683",382,2,29
"2814","NJ_Essex Co._A7_A_5684",725,4,257
"2815","NJ_Essex Co._A8_A_5685",112,3,16
"2816","NJ_Essex Co._A9_A_5686",220,1,0
"2817","NJ_Essex Co._B1_B_5687",0,1,0
"2818","NJ_Essex Co._B10_B_5688",5927,135,0
"2819","NJ_Essex Co._B11_B_5689",6,0,0
"2820","NJ_Essex Co._B12_B_5690",24,420,0
"2821","NJ_Essex Co._B13_B_5691",418,4,76
"2822","NJ_Essex Co._B14_B_5692",8603,30,559
"2823","NJ_Essex Co._B15_B_5693",5,2,0
"2824","NJ_Essex Co._B16_B_5694",1713,7,296
"2825","NJ_Essex Co._B17_B_5695",7540,8,0
"2826","NJ_Essex Co._B18_B_5696",0,1,0
"2827","NJ_Essex Co._B19_B_5697",20,0,0
"2828","NJ_Essex Co._B2_B_5698",0,1,0
"2829","NJ_Essex Co._B20_B_5699",40,2,0
"2830","NJ_Essex Co._B24_B_5703",85,0,0
"2831","NJ_Essex Co._B25_B_5704",101,2,0
"2832","NJ_Essex Co._B26_B_5705",378,6,0
"2833","NJ_Essex Co._B27_B_5706",110,0,0
"2834","NJ_Essex Co._B28_B_5707",5,2,0
"2835","NJ_Essex Co._B29_B_5708",77,0,0
"2836","NJ_Essex Co._B3_B_5709",0,3,0
"2837","NJ_Essex Co._B30_B_5710",130,3,0
"2838","NJ_Essex Co._B31_B_5711",253,2,583
"2839","NJ_Essex Co._B32_B_5712",8,0,0
"2840","NJ_Essex Co._B33_B_5713",95,0,0
"2841","NJ_Essex Co._B34_B_5714",1882,0,0
"2842","NJ_Essex Co._B35_B_5715",72,0,0
"2843","NJ_Essex Co._B36_B_5716",21,0,0
"2844","NJ_Essex Co._B38_B_5718",2323,16,461
"2845","NJ_Essex Co._B39_B_5719",1184,11,435
"2846","NJ_Essex Co._B4_B_5720",148,3,0
"2847","NJ_Essex Co._B40_B_5721",87,0,0
"2848","NJ_Essex Co._B41_B_5722",11970,10,127
"2849","NJ_Essex Co._B42_B_5723",752,1,0
"2850","NJ_Essex Co._B43_B_5724",291,3,0
"2851","NJ_Essex Co._B44_B_5725",15,0,0
"2852","NJ_Essex Co._B45_B_5726",838,0,662
"2853","NJ_Essex Co._B46_B_5727",34179,13,191
"2854","NJ_Essex Co._B5_B_5728",35,1,0
"2855","NJ_Essex Co._B6_B_5729",0,1,0
"2856","NJ_Essex Co._B9_B_5732",131,1,0
"2857","NJ_Essex Co._C1_C_5733",57,1,0
"2858","NJ_Essex Co._C10_C_5734",6,0,0
"2859","NJ_Essex Co._C11_C_5735",41,3,0
"2860","NJ_Essex Co._C12_C_5736",1213,4,0
"2861","NJ_Essex Co._C13_C_5737",15,1,0
"2862","NJ_Essex Co._C14_C_5738",35,1,0
"2863","NJ_Essex Co._C15_C_5739",35,0,0
"2864","NJ_Essex Co._C16_C_5740",12,0,0
"2865","NJ_Essex Co._C18_C_5742",16,7,0
"2866","NJ_Essex Co._C19_C_5743",48,1,0
"2867","NJ_Essex Co._C20_C_5745",13,0,0
"2868","NJ_Essex Co._C21_C_5746",2,8,0
"2869","NJ_Essex Co._C22_C_5747",0,1,0
"2870","NJ_Essex Co._C23_C_5748",4,0,0
"2871","NJ_Essex Co._C24_C_5749",25,2,71
"2872","NJ_Essex Co._C25_C_5750",1,3,0
"2873","NJ_Essex Co._C26_C_5751",7,0,0
"2874","NJ_Essex Co._C27_C_5752",3181,1,0
"2875","NJ_Essex Co._C28_C_5753",253,5,350
"2876","NJ_Essex Co._C29_C_5754",15,0,0
"2877","NJ_Essex Co._C3_C_5755",10,0,0
"2878","NJ_Essex Co._C30_C_5756",141,0,0
"2879","NJ_Essex Co._C31_C_5757",0,1,0
"2880","NJ_Essex Co._C32_C_5758",153,0,0
"2881","NJ_Essex Co._C33_C_5759",96,4,0
"2882","NJ_Essex Co._C34_C_5760",16,0,0
"2883","NJ_Essex Co._C35_C_5761",374,4,0
"2884","NJ_Essex Co._C36_C_5762",30,0,0
"2885","NJ_Essex Co._C37_C_5763",139,0,289
"2886","NJ_Essex Co._C38_C_5764",1226,1,0
"2887","NJ_Essex Co._C39_C_5765",368,1,221
"2888","NJ_Essex Co._C4_C_5766",27,5,0
"2889","NJ_Essex Co._C40_C_5767",9,0,0
"2890","NJ_Essex Co._C41_C_5768",31,2,0
"2891","NJ_Essex Co._C42_C_5769",111,1,45
"2892","NJ_Essex Co._C43_C_5770",65,0,0
"2893","NJ_Essex Co._C5_C_5771",0,2,0
"2894","NJ_Essex Co._C6_C_5772",4,1,0
"2895","NJ_Essex Co._C7_C_5773",8,2,0
"2896","NJ_Essex Co._C8_C_5774",72,0,6
"2897","NJ_Essex Co._C9_C_5775",12,2,0
"2898","NJ_Essex Co._D1_D_5776",10,4,0
"2899","NJ_Essex Co._D10_D_5777",5,0,0
"2900","NJ_Essex Co._D11_D_5778",10,1,0
"2901","NJ_Essex Co._D12_D_5779",0,0,24
"2902","NJ_Essex Co._D13_D_5780",0,2,0
"2903","NJ_Essex Co._D14_D_5781",39,4,0
"2904","NJ_Essex Co._D15_C_5782",0,1,0
"2905","NJ_Essex Co._D18_D_5785",5,5,0
"2906","NJ_Essex Co._D19_D_5786",2,0,0
"2907","NJ_Essex Co._D2_D_5789",2,4,0
"2908","NJ_Essex Co._D20_D_5790",25,0,0
"2909","NJ_Essex Co._D21_D_5791",14,0,0
"2910","NJ_Essex Co._D22_D_5792",33,0,0
"2911","NJ_Essex Co._D23_D_5793",2,0,0
"2912","NJ_Essex Co._D3_D_5794",137,5,0
"2913","NJ_Essex Co._D4_D_5795",157,37,13
"2914","NJ_Essex Co._D5_D_5796",11,9,0
"2915","NJ_Essex Co._D6_D_5797",10,4,0
"2916","NJ_Essex Co._D8_D_5799",175,16,3
"2917","NJ_Essex Co._D9_D_5800",7,0,0
"2918","IN_Evansville_A1_A_2880",242,1,0
"2919","IN_Evansville_A2_A_2881",42,0,0
"2920","IN_Evansville_B2_B_2883",1,0,0
"2921","IN_Evansville_B3_B_2884",0,1,0
"2922","IN_Evansville_C1_C_2885",4,0,0
"2923","IN_Evansville_C1_C_2886",16,0,0
"2924","IN_Evansville_C1_C_2887",15,0,0
"2925","IN_Evansville_C1_C_2888",105,0,612
"2926","IN_Evansville_C10_C_2889",12,0,105
"2927","IN_Evansville_C11_C_2890",10,0,0
"2928","IN_Evansville_C12_C_2891",95,0,0
"2929","IN_Evansville_C2_C_2892",62,0,0
"2930","IN_Evansville_C3_C_2893",11,0,0
"2931","IN_Evansville_C4_C_2894",201,1,0
"2932","IN_Evansville_C5_C_2895",13,0,0
"2933","IN_Evansville_C6_C_2896",71,1,0
"2934","IN_Evansville_C7_C_2897",94,2,0
"2935","IN_Evansville_C9_C_2899",67,0,0
"2936","IN_Evansville_D1_D_2900",40,1,0
"2937","IN_Evansville_D3_D_2902",69,0,0
"2938","IN_Evansville_D5_D_2904",995,11,0
"2939","IN_Evansville_D6_D_2905",1501,2,3176
"2940","IN_Evansville_D7_D_2906",94,0,0
"2941","MA_Everett_C1_C_3803",85,3,8
"2942","MA_Everett_D1_D_3804",27,1,0
"2943","MA_Everett_D3_D_3806",54,7,5
"2944","MI_Flint_A2_A_4374",18,0,0
"2945","MI_Flint_B2_B_4376",25,0,0
"2946","MI_Flint_B3_B_4377",28,0,0
"2947","MI_Flint_B6_B_4380",5,0,0
"2948","MI_Flint_B7_B_4381",68,0,0
"2949","MI_Flint_C10_C_4383",8,0,0
"2950","MI_Flint_C12_C_4385",19,0,0
"2951","MI_Flint_C13_C_4386",280,0,0
"2952","MI_Flint_C14_C_4387",2,0,0
"2953","MI_Flint_C18_C_4391",253,1,375
"2954","MI_Flint_D1_D_4400",16,1,0
"2955","MI_Flint_D11_D_4403",5,0,0
"2956","MI_Flint_D11_D_4404",8,0,0
"2957","MI_Flint_D12_D_4405",11,0,0
"2958","MI_Flint_D13_D_4406",1,0,0
"2959","MI_Flint_D14_D_4407",3,0,0
"2960","MI_Flint_D15_D_4408",23,0,0
"2961","MI_Flint_D17_D_4410",3,0,0
"2962","MI_Flint_D18_D_4412",15,0,0
"2963","MI_Flint_D20_D_4415",1,0,0
"2964","MI_Flint_D21_D_4416",2,0,0
"2965","MI_Flint_D22_D_4417",10,0,22
"2966","MI_Flint_D23_D_4418",2,0,0
"2967","MI_Flint_D3_D_4419",0,0,52
"2968","MI_Flint_D4_D_4420",73,0,0
"2969","MI_Flint_D5_D_4421",6,0,0
"2970","MI_Flint_D8_D_4424",0,1,1
"2971","IN_Fort Wayne_A2_A_2908",1,0,0
"2972","IN_Fort Wayne_A3_A_2909",166,0,0
"2973","IN_Fort Wayne_A5_A_2911",59,0,0
"2974","IN_Fort Wayne_B11_B_2914",11,0,0
"2975","IN_Fort Wayne_B12_B_2915",1308,7,1
"2976","IN_Fort Wayne_B4_B_2921",5,0,0
"2977","IN_Fort Wayne_B5_B_2922",4,1,108
"2978","IN_Fort Wayne_B7_B_2924",3,0,0
"2979","IN_Fort Wayne_B9_B_2926",1,0,0
"2980","IN_Fort Wayne_C10_C_2928",80,0,0
"2981","IN_Fort Wayne_C11_C_2930",2,0,0
"2982","IN_Fort Wayne_C11_C_2931",3,0,0
"2983","IN_Fort Wayne_C11_C_2932",23,0,22
"2984","IN_Fort Wayne_C11_C_2933",1,0,0
"2985","IN_Fort Wayne_C13_C_2937",0,3,0
"2986","IN_Fort Wayne_C15_C_2939",0,1,0
"2987","IN_Fort Wayne_C17_C_2942",11,0,0
"2988","IN_Fort Wayne_C18_C_2943",181,1,0
"2989","IN_Fort Wayne_C19_C_2944",491,0,0
"2990","IN_Fort Wayne_C3_C_2946",20,0,0
"2991","IN_Fort Wayne_C3_C_2947",88,2,0
"2992","IN_Fort Wayne_C4_C_2948",4,0,0
"2993","IN_Fort Wayne_C5_C_2949",1,0,0
"2994","IN_Fort Wayne_C5_C_2950",47,0,0
"2995","IN_Fort Wayne_C6_C_2951",1,0,0
"2996","IN_Fort Wayne_C7_C_2952",13,2,0
"2997","IN_Fort Wayne_C8_C_2953",2289,1,0
"2998","IN_Fort Wayne_C8_C_2954",26,0,0
